id,timestamp,ip,temperature,humidity,light,timestamp_anio,timestamp_mes,timestamp_dia,timestamp_hora,timestamp_minuto,timestamp_segundo
1694,2024-12-15 05:32:30.683224,192.168.1.50,12.31,78.4,0,2024,12,15,5,32,30
4104,2024-12-20 05:28:38.683224,192.168.1.50,-0.27,55.1,0,2024,12,20,5,28,38
5923,2025-02-06 13:06:49.683224,192.168.1.50,15.34,68.0,61067,2025,2,6,13,6,49
4622,2025-02-28 17:52:17.683224,192.168.1.50,16.33,31.0,29472,2025,2,28,17,52,17
3181,2025-03-02 08:17:40.683224,192.168.1.50,17.19,42.1,28060,2025,3,2,8,17,40
4357,2025-03-30 13:29:41.683224,192.168.1.50,20.48,63.6,41481,2025,3,30,13,29,41
4299,2025-04-20 05:52:41.683224,192.168.1.50,11.48,60.9,0,2025,4,20,5,52,41
5721,2025-04-26 20:53:32.683224,192.168.1.50,24.41,73.6,13803,2025,4,26,20,53,32
3401,2025-04-27 16:04:00.683224,192.168.1.50,21.64,31.0,30408,2025,4,27,16,4,0
5167,2025-05-07 22:23:07.683224,192.168.1.50,14.43,49.7,0,2025,5,7,22,23,7
4285,2025-06-02 04:32:34.683224,192.168.1.50,14.03,66.1,0,2025,6,2,4,32,34
2754,2025-06-11 14:31:50.683224,192.168.1.50,18.87,91.5,4523,2025,6,11,14,31,50
1389,2025-07-11 06:27:09.683224,192.168.1.50,13.2,37.5,0,2025,7,11,6,27,9
5060,2025-07-25 13:12:17.683224,192.168.1.50,19.34,57.4,53164,2025,7,25,13,12,17
5976,2025-08-08 05:57:54.683224,192.168.1.50,20.99,49.4,0,2025,8,8,5,57,54
3795,2025-08-16 06:03:04.683224,192.168.1.50,14.24,46.8,0,2025,8,16,6,3,4
4868,2025-08-21 04:36:06.683224,192.168.1.50,22.27,30.6,0,2025,8,21,4,36,6
6002,2025-08-23 08:57:33.683224,192.168.1.50,19.08,39.4,0,2025,8,23,8,57,33
2921,2025-09-11 12:07:36.683224,192.168.1.50,13.36,75.7,20760,2025,9,11,12,7,36
2605,2025-09-18 19:10:17.683224,192.168.1.50,14.71,44.6,22612,2025,9,18,19,10,17
2387,2025-10-14 12:07:47.683224,192.168.1.50,17.93,57.3,26514,2025,10,14,12,7,47
5018,2025-10-20 07:26:10.683224,192.168.1.50,4.0,67.1,0,2025,10,20,7,26,10
4952,2025-11-02 05:01:45.683224,192.168.1.50,18.27,79.0,0,2025,11,2,5,1,45
2353,2025-11-12 11:27:08.683224,192.168.1.50,24.99,34.2,8603,2025,11,12,11,27,8
689,2025-11-13 09:24:08.136186,192.168.1.50,19.46,43.0,5589,2025,11,13,9,24,8
866,2025-11-18 11:03:27.136186,192.168.1.50,19.59,54.1,19717,2025,11,18,11,3,27
3151,2025-11-19 05:23:12.683224,192.168.1.50,7.34,64.9,0,2025,11,19,5,23,12
4624,2025-11-19 20:54:13.683224,192.168.1.50,20.52,31.8,56590,2025,11,19,20,54,13
651,2025-11-26 06:52:47.136186,192.168.1.50,13.5,59.4,0,2025,11,26,6,52,47
3918,2024-12-11 15:44:54.683224,192.168.1.50,5.1,39.5,59970,2024,12,11,15,44,54
4251,2024-12-18 08:06:00.683224,192.168.1.50,10.57,66.1,45954,2024,12,18,8,6,0
2720,2025-01-11 04:25:09.683224,192.168.1.50,4.48,33.0,0,2025,1,11,4,25,9
2642,2025-02-07 23:44:23.683224,192.168.1.50,12.17,39.8,0,2025,2,7,23,44,23
2849,2025-02-13 08:10:55.683224,192.168.1.50,14.27,31.8,20869,2025,2,13,8,10,55
1494,2025-02-16 21:54:48.683224,192.168.1.50,6.67,42.4,0,2025,2,16,21,54,48
3530,2025-02-21 09:55:37.683224,192.168.1.50,15.0,62.6,36385,2025,2,21,9,55,37
2777,2025-02-27 10:23:53.683224,192.168.1.50,5.66,48.0,4317,2025,2,27,10,23,53
2233,2025-03-10 21:58:38.683224,192.168.1.50,13.01,70.5,0,2025,3,10,21,58,38
5593,2025-03-18 19:08:51.683224,192.168.1.50,25.78,76.3,64025,2025,3,18,19,8,51
3533,2025-04-03 17:03:41.683224,192.168.1.50,10.08,88.0,4697,2025,4,3,17,3,41
3000,2025-04-07 20:06:31.683224,192.168.1.50,19.29,79.6,15165,2025,4,7,20,6,31
2021,2025-04-12 14:28:08.683224,192.168.1.50,13.77,30.8,22023,2025,4,12,14,28,8
1839,2025-04-14 06:53:47.683224,192.168.1.50,12.49,48.0,0,2025,4,14,6,53,47
1232,2025-04-26 05:06:58.683224,192.168.1.50,9.44,48.3,0,2025,4,26,5,6,58
5864,2025-04-29 16:17:10.683224,192.168.1.50,17.51,74.9,25154,2025,4,29,16,17,10
1742,2025-05-13 16:06:09.683224,192.168.1.50,24.26,32.3,26979,2025,5,13,16,6,9
4664,2025-06-02 06:13:52.683224,192.168.1.50,14.56,67.9,0,2025,6,2,6,13,52
3223,2025-06-11 15:26:43.683224,192.168.1.50,28.68,68.5,22780,2025,6,11,15,26,43
1297,2025-06-14 13:50:47.683224,192.168.1.50,24.98,37.8,52352,2025,6,14,13,50,47
3681,2025-07-06 22:04:00.683224,192.168.1.50,15.0,60.4,0,2025,7,6,22,4,0
5288,2025-07-25 20:29:34.683224,192.168.1.50,18.21,54.0,28656,2025,7,25,20,29,34
4972,2025-08-07 14:34:58.683224,192.168.1.50,20.2,61.5,13984,2025,8,7,14,34,58
2027,2025-08-11 02:34:36.683224,192.168.1.50,12.83,61.7,0,2025,8,11,2,34,36
5622,2025-08-16 19:34:43.683224,192.168.1.50,28.83,44.6,33080,2025,8,16,19,34,43
5215,2025-09-12 06:21:48.683224,192.168.1.50,8.13,70.2,0,2025,9,12,6,21,48
3143,2025-09-19 06:20:41.683224,192.168.1.50,13.22,44.1,0,2025,9,19,6,20,41
1734,2025-09-19 09:20:19.683224,192.168.1.50,19.4,96.6,3905,2025,9,19,9,20,19
1324,2025-09-23 19:17:21.683224,192.168.1.50,15.52,79.9,31816,2025,9,23,19,17,21
4130,2025-09-29 00:01:40.683224,192.168.1.50,5.19,64.9,0,2025,9,29,0,1,40
5262,2025-09-29 03:53:39.683224,192.168.1.50,18.09,63.4,0,2025,9,29,3,53,39
3169,2025-10-05 17:02:16.683224,192.168.1.50,11.18,44.3,45628,2025,10,5,17,2,16
5994,2025-10-07 05:03:40.683224,192.168.1.50,16.27,61.5,0,2025,10,7,5,3,40
3347,2025-10-15 05:52:22.683224,192.168.1.50,6.8,58.0,0,2025,10,15,5,52,22
458,2025-11-07 13:23:45.136186,192.168.1.50,16.59,42.1,25050,2025,11,7,13,23,45
928,2025-11-08 07:12:48.136186,192.168.1.50,16.22,53.6,0,2025,11,8,7,12,48
836,2025-11-10 22:58:54.136186,192.168.1.50,16.88,55.0,0,2025,11,10,22,58,54
148,2025-11-11 20:06:06.136186,192.168.1.50,22.16,79.9,56609,2025,11,11,20,6,6
3041,2025-11-15 20:37:54.683224,192.168.1.50,14.78,32.1,15774,2025,11,15,20,37,54
856,2025-11-17 23:32:58.136186,192.168.1.50,3.88,78.3,0,2025,11,17,23,32,58
961,2025-11-18 09:30:27.136186,192.168.1.50,21.59,37.9,62613,2025,11,18,9,30,27
4527,2025-11-18 22:44:04.683224,192.168.1.50,8.95,77.3,0,2025,11,18,22,44,4
754,2025-11-22 08:06:30.136186,192.168.1.50,12.84,96.7,1850,2025,11,22,8,6,30
5679,2025-11-30 00:39:40.683224,192.168.1.50,9.26,56.6,0,2025,11,30,0,39,40
671,2025-12-01 15:38:20.136186,192.168.1.50,24.05,37.0,50650,2025,12,1,15,38,20
4272,2025-12-02 20:20:07.683224,192.168.1.50,10.21,66.2,58522,2025,12,2,20,20,7
2465,2024-12-09 23:07:12.683224,192.168.1.50,4.67,70.0,0,2024,12,9,23,7,12
4458,2024-12-11 17:24:08.683224,192.168.1.50,18.72,76.6,15448,2024,12,11,17,24,8
5557,2025-01-01 16:11:49.683224,192.168.1.50,7.26,33.8,58839,2025,1,1,16,11,49
3103,2025-01-01 23:32:42.683224,192.168.1.50,10.88,79.9,0,2025,1,1,23,32,42
1990,2025-02-05 15:00:28.683224,192.168.1.50,13.91,65.3,17652,2025,2,5,15,0,28
2842,2025-02-07 16:11:55.683224,192.168.1.50,12.79,78.5,47948,2025,2,7,16,11,55
1852,2025-03-02 18:23:30.683224,192.168.1.50,14.75,77.9,5933,2025,3,2,18,23,30
5132,2025-04-21 23:50:33.683224,192.168.1.50,15.34,48.1,0,2025,4,21,23,50,33
3430,2025-04-24 18:45:24.683224,192.168.1.50,26.33,63.5,11357,2025,4,24,18,45,24
4025,2025-05-15 08:04:41.683224,192.168.1.50,11.32,35.4,0,2025,5,15,8,4,41
5555,2025-05-22 11:51:03.683224,192.168.1.50,20.44,41.1,47298,2025,5,22,11,51,3
4397,2025-07-10 17:13:01.683224,192.168.1.50,22.94,48.5,38629,2025,7,10,17,13,1
3696,2025-08-05 06:50:06.683224,192.168.1.50,15.37,86.3,0,2025,8,5,6,50,6
4047,2025-08-17 15:04:24.683224,192.168.1.50,27.27,47.4,52407,2025,8,17,15,4,24
3814,2025-08-23 07:49:09.683224,192.168.1.50,20.2,53.3,0,2025,8,23,7,49,9
3461,2025-10-13 06:38:26.683224,192.168.1.50,5.54,65.6,0,2025,10,13,6,38,26
4968,2025-10-22 20:55:19.683224,192.168.1.50,16.94,40.0,14050,2025,10,22,20,55,19
5484,2025-10-23 07:22:51.683224,192.168.1.50,10.08,55.3,0,2025,10,23,7,22,51
4992,2025-10-31 10:44:05.683224,192.168.1.50,16.65,41.9,4705,2025,10,31,10,44,5
5117,2025-11-01 18:23:12.683224,192.168.1.50,23.52,52.3,3061,2025,11,1,18,23,12
433,2025-11-04 14:24:09.136186,192.168.1.50,23.5,77.8,54277,2025,11,4,14,24,9
515,2025-11-14 03:25:02.136186,192.168.1.50,7.73,34.8,0,2025,11,14,3,25,2
749,2025-11-17 04:04:04.136186,192.168.1.50,16.65,34.7,0,2025,11,17,4,4,4
305,2025-11-17 14:22:29.136186,192.168.1.50,23.27,33.4,36753,2025,11,17,14,22,29
1038,2025-11-18 15:34:12.136186,192.168.1.50,23.39,59.5,39694,2025,11,18,15,34,12
705,2025-11-20 00:09:05.136186,192.168.1.50,2.57,97.0,0,2025,11,20,0,9,5
449,2025-11-24 00:37:23.136186,192.168.1.50,3.15,70.2,0,2025,11,24,0,37,23
4907,2024-12-15 07:09:15.683224,192.168.1.50,6.05,65.0,0,2024,12,15,7,9,15
2510,2025-01-08 12:42:12.683224,192.168.1.50,12.63,35.6,47031,2025,1,8,12,42,12
5616,2025-03-13 10:58:45.683224,192.168.1.50,23.95,64.8,16328,2025,3,13,10,58,45
2540,2025-03-15 08:21:36.683224,192.168.1.50,26.32,64.5,14201,2025,3,15,8,21,36
5915,2025-03-24 22:50:51.683224,192.168.1.50,14.89,43.2,0,2025,3,24,22,50,51
4120,2025-03-29 12:48:24.683224,192.168.1.50,13.66,51.4,7227,2025,3,29,12,48,24
4052,2025-05-07 08:41:07.683224,192.168.1.50,15.3,37.1,0,2025,5,7,8,41,7
4339,2025-05-20 00:52:25.683224,192.168.1.50,14.86,77.3,0,2025,5,20,0,52,25
5684,2025-06-20 07:51:26.683224,192.168.1.50,24.27,45.6,0,2025,6,20,7,51,26
1277,2025-07-02 12:38:19.683224,192.168.1.50,31.6,63.4,7574,2025,7,2,12,38,19
5375,2025-07-07 19:38:39.683224,192.168.1.50,20.64,66.1,8463,2025,7,7,19,38,39
2931,2025-07-23 07:38:34.683224,192.168.1.50,13.94,32.1,0,2025,7,23,7,38,34
3191,2025-08-15 23:20:32.683224,192.168.1.50,20.36,62.4,0,2025,8,15,23,20,32
4813,2025-08-17 21:09:14.683224,192.168.1.50,21.93,53.0,34586,2025,8,17,21,9,14
2757,2025-09-02 00:32:48.683224,192.168.1.50,9.94,42.9,0,2025,9,2,0,32,48
4205,2025-09-13 04:17:16.683224,192.168.1.50,10.68,54.5,0,2025,9,13,4,17,16
2256,2025-11-07 11:30:44.683224,192.168.1.50,13.26,44.8,57345,2025,11,7,11,30,44
955,2025-11-12 07:06:10.136186,192.168.1.50,17.92,75.7,0,2025,11,12,7,6,10
267,2025-11-21 02:28:57.136186,192.168.1.50,17.67,50.3,0,2025,11,21,2,28,57
776,2025-11-22 09:22:26.136186,192.168.1.50,21.31,96.5,1243,2025,11,22,9,22,26
783,2025-11-25 12:41:54.136186,192.168.1.50,12.6,59.4,7145,2025,11,25,12,41,54
695,2025-11-28 16:36:02.136186,192.168.1.50,23.58,59.2,5087,2025,11,28,16,36,2
741,2025-12-02 11:42:47.136186,192.168.1.50,11.67,61.9,10686,2025,12,2,11,42,47
1676,2024-12-15 11:58:46.683224,192.168.1.50,6.96,35.9,39502,2024,12,15,11,58,46
1407,2024-12-21 02:48:28.683224,192.168.1.50,9.59,63.1,0,2024,12,21,2,48,28
2130,2025-01-06 00:47:42.683224,192.168.1.50,0.12,61.4,0,2025,1,6,0,47,42
1790,2025-01-20 16:05:06.683224,192.168.1.50,15.12,72.0,37656,2025,1,20,16,5,6
4476,2025-01-25 14:45:55.683224,192.168.1.50,6.66,98.1,4302,2025,1,25,14,45,55
3845,2025-02-01 02:54:07.683224,192.168.1.50,-0.33,31.6,0,2025,2,1,2,54,7
5573,2025-03-12 13:34:03.683224,192.168.1.50,24.96,52.9,3811,2025,3,12,13,34,3
5822,2025-03-16 10:37:27.683224,192.168.1.50,19.13,58.2,50210,2025,3,16,10,37,27
2892,2025-03-25 05:25:10.683224,192.168.1.50,14.03,88.8,0,2025,3,25,5,25,10
4748,2025-04-04 15:20:58.683224,192.168.1.50,19.27,73.0,11200,2025,4,4,15,20,58
3567,2025-05-04 08:47:22.683224,192.168.1.50,13.17,52.9,0,2025,5,4,8,47,22
3811,2025-05-08 04:30:41.683224,192.168.1.50,12.64,89.6,0,2025,5,8,4,30,41
3961,2025-05-17 04:42:16.683224,192.168.1.50,10.94,38.7,0,2025,5,17,4,42,16
5299,2025-05-26 12:52:53.683224,192.168.1.50,18.63,48.8,3173,2025,5,26,12,52,53
3753,2025-05-26 14:03:11.683224,192.168.1.50,23.03,91.8,1999,2025,5,26,14,3,11
6035,2025-06-22 18:19:27.683224,192.168.1.50,18.53,38.4,55599,2025,6,22,18,19,27
5540,2025-06-25 11:24:01.683224,192.168.1.50,31.6,52.7,1920,2025,6,25,11,24,1
2956,2025-06-26 05:21:37.683224,192.168.1.50,12.09,68.7,0,2025,6,26,5,21,37
3544,2025-07-02 01:46:15.683224,192.168.1.50,25.6,58.0,0,2025,7,2,1,46,15
2338,2025-07-16 14:37:51.683224,192.168.1.50,20.01,49.6,10362,2025,7,16,14,37,51
3072,2025-08-15 03:47:23.683224,192.168.1.50,25.16,33.6,0,2025,8,15,3,47,23
3258,2025-08-30 18:05:28.683224,192.168.1.50,16.36,93.6,875,2025,8,30,18,5,28
3962,2025-09-01 07:52:40.683224,192.168.1.50,6.03,60.7,0,2025,9,1,7,52,40
2283,2025-09-09 09:26:09.683224,192.168.1.50,14.76,61.2,42073,2025,9,9,9,26,9
1894,2025-09-14 22:48:51.683224,192.168.1.50,9.09,31.9,0,2025,9,14,22,48,51
